"Area","MTU","Biomass - Actual Aggregated [MW]","Energy storage - Actual Aggregated [MW]","Fossil Brown coal/Lignite - Actual Aggregated [MW]","Fossil Coal-derived gas - Actual Aggregated [MW]","Fossil Gas - Actual Aggregated [MW]","Fossil Hard coal - Actual Aggregated [MW]","Fossil Oil - Actual Aggregated [MW]","Fossil Oil shale - Actual Aggregated [MW]","Fossil Peat - Actual Aggregated [MW]","Geothermal - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Aggregated [MW]","Hydro Pumped Storage - Actual Consumption [MW]","Hydro Run-of-river and poundage - Actual Aggregated [MW]","Hydro Water Reservoir - Actual Aggregated [MW]","Marine - Actual Aggregated [MW]","Nuclear - Actual Aggregated [MW]","Other - Actual Aggregated [MW]","Other renewable - Actual Aggregated [MW]","Solar - Actual Aggregated [MW]","Waste - Actual Aggregated [MW]","Wind Offshore - Actual Aggregated [MW]","Wind Onshore - Actual Aggregated [MW]"
"Sweden (SE)","28.11.2022 05:00 - 28.11.2022 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8209","n/e","5747","1277","n/e","n/e","n/e","n/e","2644"
"Sweden (SE)","28.11.2022 06:00 - 28.11.2022 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9309","n/e","5747","1340","n/e","n/e","n/e","n/e","2724"
"Sweden (SE)","28.11.2022 07:00 - 28.11.2022 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10260","n/e","5748","1353","n/e","n/e","n/e","n/e","2556"
"Sweden (SE)","28.11.2022 08:00 - 28.11.2022 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10726","n/e","5747","1347","n/e","n/e","n/e","n/e","2524"
"Sweden (SE)","28.11.2022 09:00 - 28.11.2022 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10748","n/e","5745","1354","n/e","n/e","n/e","n/e","2598"
"Sweden (SE)","28.11.2022 10:00 - 28.11.2022 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10912","n/e","5744","1334","n/e","n/e","n/e","n/e","2487"
"Sweden (SE)","28.11.2022 11:00 - 28.11.2022 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10908","n/e","5741","1338","n/e","n/e","n/e","n/e","2419"
"Sweden (SE)","28.11.2022 12:00 - 28.11.2022 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11036","n/e","5740","1328","n/e","n/e","n/e","n/e","2375"
"Sweden (SE)","28.11.2022 13:00 - 28.11.2022 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11100","n/e","5741","1327","n/e","n/e","n/e","n/e","2323"
"Sweden (SE)","28.11.2022 14:00 - 28.11.2022 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11139","n/e","5739","1324","n/e","n/e","n/e","n/e","2319"
"Sweden (SE)","28.11.2022 15:00 - 28.11.2022 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11159","n/e","5739","1323","n/e","n/e","n/e","n/e","2343"
"Sweden (SE)","28.11.2022 16:00 - 28.11.2022 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11226","n/e","5739","1337","n/e","n/e","n/e","n/e","2394"
"Sweden (SE)","28.11.2022 17:00 - 28.11.2022 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11284","n/e","5739","1336","n/e","n/e","n/e","n/e","2419"
"Sweden (SE)","28.11.2022 18:00 - 28.11.2022 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11204","n/e","5740","1332","n/e","n/e","n/e","n/e","2368"
"Sweden (SE)","28.11.2022 19:00 - 28.11.2022 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11018","n/e","5739","1340","n/e","n/e","n/e","n/e","2291"
"Sweden (SE)","28.11.2022 20:00 - 28.11.2022 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10834","n/e","5739","1334","n/e","n/e","n/e","n/e","2237"
"Sweden (SE)","28.11.2022 21:00 - 28.11.2022 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10572","n/e","5739","1340","n/e","n/e","n/e","n/e","2123"
"Sweden (SE)","28.11.2022 22:00 - 28.11.2022 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10275","n/e","5739","1287","n/e","n/e","n/e","n/e","2055"
"Sweden (SE)","28.11.2022 23:00 - 29.11.2022 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9708","n/e","5740","1268","n/e","n/e","n/e","n/e","1991"
"Sweden (SE)","29.11.2022 00:00 - 29.11.2022 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9278","n/e","5740","1379","n/e","n/e","n/e","n/e","1940"
"Sweden (SE)","29.11.2022 01:00 - 29.11.2022 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9079","n/e","5741","1392","n/e","n/e","n/e","n/e","1877"
"Sweden (SE)","29.11.2022 02:00 - 29.11.2022 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8913","n/e","5742","1386","n/e","n/e","n/e","n/e","1818"
"Sweden (SE)","29.11.2022 03:00 - 29.11.2022 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8901","n/e","5744","1428","n/e","n/e","n/e","n/e","1773"
"Sweden (SE)","29.11.2022 04:00 - 29.11.2022 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","8954","n/e","5744","1445","n/e","n/e","n/e","n/e","1699"
"Sweden (SE)","29.11.2022 05:00 - 29.11.2022 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9423","n/e","5743","1465","n/e","n/e","n/e","n/e","1660"
"Sweden (SE)","29.11.2022 06:00 - 29.11.2022 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10589","n/e","5743","1497","n/e","n/e","n/e","n/e","1588"
"Sweden (SE)","29.11.2022 07:00 - 29.11.2022 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11702","n/e","5744","1521","n/e","n/e","n/e","n/e","1553"
"Sweden (SE)","29.11.2022 08:00 - 29.11.2022 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11864","n/e","5742","1569","n/e","n/e","n/e","n/e","1446"
"Sweden (SE)","29.11.2022 09:00 - 29.11.2022 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11917","n/e","5740","1578","n/e","n/e","n/e","n/e","1332"
"Sweden (SE)","29.11.2022 10:00 - 29.11.2022 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11959","n/e","5734","1590","n/e","n/e","n/e","n/e","1252"
"Sweden (SE)","29.11.2022 11:00 - 29.11.2022 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12010","n/e","5739","1589","n/e","n/e","n/e","n/e","1175"
"Sweden (SE)","29.11.2022 12:00 - 29.11.2022 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12035","n/e","5740","1606","n/e","n/e","n/e","n/e","1083"
"Sweden (SE)","29.11.2022 13:00 - 29.11.2022 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12036","n/e","5742","1607","n/e","n/e","n/e","n/e","1107"
"Sweden (SE)","29.11.2022 14:00 - 29.11.2022 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12070","n/e","5742","1597","n/e","n/e","n/e","n/e","1120"
"Sweden (SE)","29.11.2022 15:00 - 29.11.2022 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","30","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12119","n/e","5742","1592","n/e","n/e","n/e","n/e","1154"
"Sweden (SE)","29.11.2022 16:00 - 29.11.2022 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12197","n/e","5740","1568","n/e","n/e","n/e","n/e","1122"
"Sweden (SE)","29.11.2022 17:00 - 29.11.2022 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12106","n/e","5739","1561","n/e","n/e","n/e","n/e","1121"
"Sweden (SE)","29.11.2022 18:00 - 29.11.2022 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12096","n/e","5741","1548","n/e","n/e","n/e","n/e","1131"
"Sweden (SE)","29.11.2022 19:00 - 29.11.2022 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12080","n/e","5740","1558","n/e","n/e","n/e","n/e","1141"
"Sweden (SE)","29.11.2022 20:00 - 29.11.2022 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11948","n/e","5740","1546","n/e","n/e","n/e","n/e","1090"
"Sweden (SE)","29.11.2022 21:00 - 29.11.2022 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11649","n/e","5742","1542","n/e","n/e","n/e","n/e","1045"
"Sweden (SE)","29.11.2022 22:00 - 29.11.2022 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11213","n/e","5742","1557","n/e","n/e","n/e","n/e","995"
"Sweden (SE)","29.11.2022 23:00 - 30.11.2022 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10645","n/e","5741","1538","n/e","n/e","n/e","n/e","1001"
"Sweden (SE)","30.11.2022 00:00 - 30.11.2022 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9582","n/e","5742","1594","n/e","n/e","n/e","n/e","995"
"Sweden (SE)","30.11.2022 01:00 - 30.11.2022 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9453","n/e","5743","1596","n/e","n/e","n/e","n/e","982"
"Sweden (SE)","30.11.2022 02:00 - 30.11.2022 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9362","n/e","5743","1587","n/e","n/e","n/e","n/e","940"
"Sweden (SE)","30.11.2022 03:00 - 30.11.2022 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9329","n/e","5743","1590","n/e","n/e","n/e","n/e","912"
"Sweden (SE)","30.11.2022 04:00 - 30.11.2022 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9348","n/e","5743","1590","n/e","n/e","n/e","n/e","895"
"Sweden (SE)","30.11.2022 05:00 - 30.11.2022 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9949","n/e","5743","1564","n/e","n/e","n/e","n/e","855"
"Sweden (SE)","30.11.2022 06:00 - 30.11.2022 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11376","n/e","5740","1575","n/e","n/e","n/e","n/e","809"
"Sweden (SE)","30.11.2022 07:00 - 30.11.2022 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11886","n/e","5743","1565","n/e","n/e","n/e","n/e","781"
"Sweden (SE)","30.11.2022 08:00 - 30.11.2022 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12014","n/e","5743","1590","n/e","n/e","n/e","n/e","773"
"Sweden (SE)","30.11.2022 09:00 - 30.11.2022 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12091","n/e","5743","1581","n/e","n/e","n/e","n/e","755"
"Sweden (SE)","30.11.2022 10:00 - 30.11.2022 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12002","n/e","5743","1581","n/e","n/e","n/e","n/e","692"
"Sweden (SE)","30.11.2022 11:00 - 30.11.2022 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12040","n/e","5744","1604","n/e","n/e","n/e","n/e","627"
"Sweden (SE)","30.11.2022 12:00 - 30.11.2022 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11958","n/e","5744","1627","n/e","n/e","n/e","n/e","555"
"Sweden (SE)","30.11.2022 13:00 - 30.11.2022 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11947","n/e","5744","1634","n/e","n/e","n/e","n/e","554"
"Sweden (SE)","30.11.2022 14:00 - 30.11.2022 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11912","n/e","5742","1631","n/e","n/e","n/e","n/e","537"
"Sweden (SE)","30.11.2022 15:00 - 30.11.2022 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12069","n/e","5741","1632","n/e","n/e","n/e","n/e","559"
"Sweden (SE)","30.11.2022 16:00 - 30.11.2022 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12050","n/e","5738","1669","n/e","n/e","n/e","n/e","594"
"Sweden (SE)","30.11.2022 17:00 - 30.11.2022 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12107","n/e","5741","1669","n/e","n/e","n/e","n/e","622"
"Sweden (SE)","30.11.2022 18:00 - 30.11.2022 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12088","n/e","5741","1638","n/e","n/e","n/e","n/e","635"
"Sweden (SE)","30.11.2022 19:00 - 30.11.2022 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12062","n/e","5742","1611","n/e","n/e","n/e","n/e","642"
"Sweden (SE)","30.11.2022 20:00 - 30.11.2022 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11997","n/e","5742","1593","n/e","n/e","n/e","n/e","625"
"Sweden (SE)","30.11.2022 21:00 - 30.11.2022 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11603","n/e","5742","1592","n/e","n/e","n/e","n/e","623"
"Sweden (SE)","30.11.2022 22:00 - 30.11.2022 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11155","n/e","5742","1554","n/e","n/e","n/e","n/e","631"
"Sweden (SE)","30.11.2022 23:00 - 01.12.2022 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10269","n/e","5717","1540","n/e","n/e","n/e","n/e","636"
"Sweden (SE)","01.12.2022 00:00 - 01.12.2022 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9952","n/e","5721","1486","n/e","n/e","n/e","n/e","620"
"Sweden (SE)","01.12.2022 01:00 - 01.12.2022 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9723","n/e","5723","1483","n/e","n/e","n/e","n/e","616"
"Sweden (SE)","01.12.2022 02:00 - 01.12.2022 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9465","n/e","5723","1478","n/e","n/e","n/e","n/e","613"
"Sweden (SE)","01.12.2022 03:00 - 01.12.2022 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9442","n/e","5730","1470","n/e","n/e","n/e","n/e","607"
"Sweden (SE)","01.12.2022 04:00 - 01.12.2022 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9634","n/e","5743","1472","n/e","n/e","n/e","n/e","589"
"Sweden (SE)","01.12.2022 05:00 - 01.12.2022 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9902","n/e","5742","1466","n/e","n/e","n/e","n/e","614"
"Sweden (SE)","01.12.2022 06:00 - 01.12.2022 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11408","n/e","5742","1497","n/e","n/e","n/e","n/e","624"
"Sweden (SE)","01.12.2022 07:00 - 01.12.2022 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11797","n/e","5745","1492","n/e","n/e","n/e","n/e","603"
"Sweden (SE)","01.12.2022 08:00 - 01.12.2022 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12000","n/e","5740","1546","n/e","n/e","n/e","n/e","619"
"Sweden (SE)","01.12.2022 09:00 - 01.12.2022 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12041","n/e","5740","1544","n/e","n/e","n/e","n/e","601"
"Sweden (SE)","01.12.2022 10:00 - 01.12.2022 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12035","n/e","5743","1562","n/e","n/e","n/e","n/e","579"
"Sweden (SE)","01.12.2022 11:00 - 01.12.2022 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12070","n/e","5745","1570","n/e","n/e","n/e","n/e","519"
"Sweden (SE)","01.12.2022 12:00 - 01.12.2022 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12028","n/e","5743","1586","n/e","n/e","n/e","n/e","472"
"Sweden (SE)","01.12.2022 13:00 - 01.12.2022 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12046","n/e","5742","1595","n/e","n/e","n/e","n/e","444"
"Sweden (SE)","01.12.2022 14:00 - 01.12.2022 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12007","n/e","5743","1558","n/e","n/e","n/e","n/e","452"
"Sweden (SE)","01.12.2022 15:00 - 01.12.2022 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12141","n/e","5746","1556","n/e","n/e","n/e","n/e","482"
"Sweden (SE)","01.12.2022 16:00 - 01.12.2022 17:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12211","n/e","5746","1575","n/e","n/e","n/e","n/e","547"
"Sweden (SE)","01.12.2022 17:00 - 01.12.2022 18:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12245","n/e","5747","1578","n/e","n/e","n/e","n/e","595"
"Sweden (SE)","01.12.2022 18:00 - 01.12.2022 19:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12165","n/e","5750","1591","n/e","n/e","n/e","n/e","641"
"Sweden (SE)","01.12.2022 19:00 - 01.12.2022 20:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12130","n/e","5752","1600","n/e","n/e","n/e","n/e","678"
"Sweden (SE)","01.12.2022 20:00 - 01.12.2022 21:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11730","n/e","5752","1571","n/e","n/e","n/e","n/e","699"
"Sweden (SE)","01.12.2022 21:00 - 01.12.2022 22:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11460","n/e","5755","1564","n/e","n/e","n/e","n/e","717"
"Sweden (SE)","01.12.2022 22:00 - 01.12.2022 23:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10985","n/e","5756","1611","n/e","n/e","n/e","n/e","753"
"Sweden (SE)","01.12.2022 23:00 - 02.12.2022 00:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10520","n/e","5755","1622","n/e","n/e","n/e","n/e","769"
"Sweden (SE)","02.12.2022 00:00 - 02.12.2022 01:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9803","n/e","5756","1644","n/e","n/e","n/e","n/e","875"
"Sweden (SE)","02.12.2022 01:00 - 02.12.2022 02:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9581","n/e","5756","1587","n/e","n/e","n/e","n/e","938"
"Sweden (SE)","02.12.2022 02:00 - 02.12.2022 03:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9655","n/e","5755","1653","n/e","n/e","n/e","n/e","1002"
"Sweden (SE)","02.12.2022 03:00 - 02.12.2022 04:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9696","n/e","5756","1665","n/e","n/e","n/e","n/e","1080"
"Sweden (SE)","02.12.2022 04:00 - 02.12.2022 05:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","9799","n/e","5756","1665","n/e","n/e","n/e","n/e","1113"
"Sweden (SE)","02.12.2022 05:00 - 02.12.2022 06:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","10393","n/e","5757","1674","n/e","n/e","n/e","n/e","1137"
"Sweden (SE)","02.12.2022 06:00 - 02.12.2022 07:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11385","n/e","5756","1721","n/e","n/e","n/e","n/e","1194"
"Sweden (SE)","02.12.2022 07:00 - 02.12.2022 08:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12101","n/e","5756","1768","n/e","n/e","n/e","n/e","1225"
"Sweden (SE)","02.12.2022 08:00 - 02.12.2022 09:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12147","n/e","5756","1798","n/e","n/e","n/e","n/e","1246"
"Sweden (SE)","02.12.2022 09:00 - 02.12.2022 10:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12190","n/e","5756","1819","n/e","n/e","n/e","n/e","1273"
"Sweden (SE)","02.12.2022 10:00 - 02.12.2022 11:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12191","n/e","5756","1833","n/e","n/e","n/e","n/e","1293"
"Sweden (SE)","02.12.2022 11:00 - 02.12.2022 12:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","12081","n/e","5757","1842","n/e","n/e","n/e","n/e","1291"
"Sweden (SE)","02.12.2022 12:00 - 02.12.2022 13:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11999","n/e","5750","1854","n/e","n/e","n/e","n/e","1295"
"Sweden (SE)","02.12.2022 13:00 - 02.12.2022 14:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11875","n/e","5747","1856","n/e","n/e","n/e","n/e","1304"
"Sweden (SE)","02.12.2022 14:00 - 02.12.2022 15:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11579","n/e","5748","1836","n/e","n/e","n/e","n/e","1404"
"Sweden (SE)","02.12.2022 15:00 - 02.12.2022 16:00 (CET/CEST)","n/e","n/e","n/e","n/e","0","n/e","n/e","n/e","n/e","n/e","n/e","n/e","n/e","11355","n/e","5750","1839","n/e","n/e","n/e","n/e","1528"
